course_number,course_name,credits,description,term,instructor,class time,availability,prerequisites,career tags,instruction mode
MUS-A 100,FOUNDATIONS OF AUDIO TECHNOLOGY,3,"Theoretical and practical foundation in the basics of audio technologies and signal flow for live sound reinforcement, studio and location audio recording, sound for visual media, and other contemporary production paradigms. Designed to meet the needs of modern performers, composers, educators, and content producers of audio and visual media.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MWF 2:30PM–3:45PM,4,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 101,INTRODUCTION TO AUDIO TECHNOLOGY,3,"For audio engineering and sound production majors only. Introduction to the technology and techniques employed in audio recording, editing, and mixing; sound production for visual media, and live sound reinforcement.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,MW 10:00AM–11:15AM,0,['MUS-A 100'],"['Sound Engineer', 'Music Producer']",Hybrid
MUS-A 102,AUDIO TECHNIQUES I,3,"Introduction to studio and recording techniques, including theory and practice of the use of microphones in mono and stereo recording, elementary tape editing, analog tape machines and digital principles.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,MWF 2:30PM–3:45PM,9,['MUS-A 101'],"['Sound Engineer', 'Music Producer']",Hybrid
MUS-A 111,ELECTRONICS I,3,"Fundamental principles of electricity and magnetism with review of necessary algebra.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MW 10:00AM–11:15AM,1,[],"['Audio Technician', 'Hardware Engineer']",In Person
MUS-A 112,ELECTRONICS II,3,"AC theory and introduction to circuit elements and active devices.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MW 10:00AM–11:15AM,6,['MUS-A 111'],"['Audio Technician', 'Hardware Engineer']",In Person
MUS-A 115,ANALYSIS OF MUSIC CREATION AND PRODUCTION I,3,"Students enrolled in this course will survey songwriting techniques for multiple genres and styles in popular music by analyzing existing songs. Through the analysis of lyrics, melody, chord progressions, and imagery, students will identify stylistic devices and specific approaches to be incorporated into their own compositions.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,MWF 2:30PM–3:45PM,2,[],['Creative Technologist'],Online
MUS-A 150,INTRODUCTORY SEMINAR IN AUDIO ENGINEERING,1,"An introduction to critical listening for recording engineers and producers, with an emphasis on technical evaluation and aesthetic principles within the context of musical style.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,TR 11:00AM–12:15PM,1,[],"['Sound Engineer', 'Music Producer']",Online
MUS-A 201,AUDIO TECHNIQUES II,3,"Intermediate studio and recording procedures including signal processing, digital audio theory, and basic digital audio workstation techniques.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MWF 2:30PM–3:45PM,4,['MUS-A 111'],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 202,AUDIO TECHNIQUES III,3,"Advanced digital audio theory including media production, audio for internet and advanced digital audio workstation techniques.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MW 10:00AM–11:15AM,4,['MUS-A 111'],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 211,ELECTRONICS III,3,"System design and operation applied to audio, both analog and digital.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MWF 2:30PM–3:45PM,2,['MUS-A 111'],"['Audio Technician', 'Hardware Engineer']",Online
MUS-A 212,ELECTRONICS IV,3,"Instruction in basic audio equipment and studio maintenance. Practical experience is emphasized.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,TR 11:00AM–12:15PM,8,[],"['Audio Technician', 'Hardware Engineer']",Online
MUS-A 270,MULTITRACK STUDIO TECHNIQUES I,2,"Introduction to multitrack recording studio procedures with an emphasis on mixing console operation, signal flow, microphone selection and use, and recording session planning and etiquette.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,MW 10:00AM–11:15AM,2,[],['Creative Technologist'],Hybrid
MUS-A 310,MUSIC CREATION AND PRODUCTION MASTERCLASS,1,"This course will provide Creation and Production students a space to share their music and receive peer and faculty mentoring. This course will also be a space for faculty and professional master classes.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,MW 10:00AM–11:15AM,6,[],['Creative Technologist'],Hybrid
MUS-A 320,SOUND REINFORCEMENT TECHNIQUES,3,"An introduction to sound reinforcement systems design and operation.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,MW 10:00AM–11:15AM,3,[],['Creative Technologist'],In Person
MUS-A 321,SOUND FOR VISUAL MEDIA,3,"Study of audio production techniques for radio, video, film, and multimedia. Emphasis on mixing criteria for broadcast and visual productions.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,MWF 2:30PM–3:45PM,7,[],['Creative Technologist'],Hybrid
MUS-A 325,DIGITAL AUDIO WORKSTATION SEMINAR,3,"Advanced digital audio workstation techniques.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,MWF 2:30PM–3:45PM,1,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 330,MODERN RECORDING STUDIO TECHNIQUES,3,"Hybrid course designed to give practical hands-on experience recording, mixing, and mastering music. Oriented towards students studying music or media who need to be proficient in audio production. Coursework includes online reading, videos, and guided production exercises, along with a weekly instructor-led lab and student-produced final recording and mixing project.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,TR 11:00AM–12:15PM,1,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 340,TOPICS IN AUDIO ENGINEERING,3,"Variable topics. May be repeated for credit with permission of instructor for different topics only.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MWF 2:30PM–3:45PM,0,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 350,SEMINAR IN AUDIO ENGINEERING,1,"Critical listening and discussion of recording techniques, concepts and aesthetics.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,MWF 2:30PM–3:45PM,10,[],"['Sound Engineer', 'Music Producer']",Online
MUS-A 360,CLASSICAL MUSIC RECORDING AND PRODUCTION,3,"Study and practice of classical music recording and production, with an emphasis on recording session planning and direction, microphone technique, and editing.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,TR 11:00AM–12:15PM,8,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 370,MULTITRACK STUDIO TECHNIQUES II,2,"Supervised practical experience in multitrack studio procedures with an emphasis on contemporary microphone and recording techniques. Small group and individual project work, as well as group listening and discussion.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MW 10:00AM–11:15AM,1,['MUS-A 111'],['Creative Technologist'],Online
MUS-A 410,INDIVIDUAL MUSIC PRODUCTION PROJECTS,3,"Students will take a song from demo form to a fully realized ""ready for release"" audio recording. Projects will conform to music industry standards for use in a portfolio to promote the student's creative work. Preparatory assignments throughout each project will be used to guide students through the creation process.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,TR 11:00AM–12:15PM,3,[],['Creative Technologist'],Online
MUS-A 440,INDIVIDUAL PROJECT IN AUDIO ENGINEERING,1,"Supervised individual project or research.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,MWF 2:30PM–3:45PM,9,[],"['Sound Engineer', 'Music Producer']",Online
MUS-A 460,SURROUND SOUND AND IMMERSIVE AUDIO,3,"Study and practice of contemporary surround sound and immersive audio recording and mixing techniques.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MWF 2:30PM–3:45PM,10,[],"['Sound Engineer', 'Music Producer']",Online
MUS-A 461,FINAL PROJECT IN AUDIO ENGINEERING,1,"Preparation of professional dossier featuring the student's best work (concurrent with last semester of on-campus course work). Student will make a public presentation of the dossier to the Audio Engineering and Sound Production faculty and student body.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,TR 11:00AM–12:15PM,6,[],"['Sound Engineer', 'Music Producer']",In Person
MUS-A 470,INDIVIDUAL MULTITRACK STUDIO PROJECTS I,3,"Supervised practical experience in contemporary multitrack recording and mixing. Includes individual project work as well as group listening and discussion.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MW 10:00AM–11:15AM,6,[],['Creative Technologist'],Hybrid
MUS-A 471,INDIVIDUAL MULTITRACK STUDIO PROJECTS II,3,"Individual projects in multi-track recording.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,TR 11:00AM–12:15PM,8,['MUS-A 111'],['Creative Technologist'],Hybrid
MUS-A 480,INTERNSHIP IN AUDIO,3,"Please visit the school or campus website for more information about this course.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MWF 2:30PM–3:45PM,8,[],"['Sound Engineer', 'Music Producer']",Online
MUS-A 511,ELECTRONICS I,3,"Fundamental principles of electricity and magnetism, with review of necessary algebra.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,MW 10:00AM–11:15AM,9,[],"['Audio Technician', 'Hardware Engineer']",Hybrid
MUS-A 512,ELECTRONICS II,3,"AC theory and introduction to circuit elements and active devices.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,MW 10:00AM–11:15AM,4,['MUS-A 111'],"['Audio Technician', 'Hardware Engineer']",Hybrid
MUS-A 521,ELECTRONICS III,3,"System design and operation applied to audio, both analog and digital.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,TR 11:00AM–12:15PM,10,['MUS-A 111'],"['Audio Technician', 'Hardware Engineer']",In Person
MUS-A 522,ELECTRONICS IV,3,"Instruction in basic maintenance of audio equipment and studio maintenance. Practical experience is emphasized.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,TR 11:00AM–12:15PM,4,[],"['Audio Technician', 'Hardware Engineer']",Hybrid
MUS-B 110,HORN ELECTIVE/SECONDARY,1,"Private French horn lessons.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Chen,TR 11:00AM–12:15PM,3,[],['Creative Technologist'],In Person
MUS-B 120,TRUMPET/CORNET ELECTIVE/SECONDARY,1,"Private Trumpet lessons.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,TR 11:00AM–12:15PM,10,[],['Creative Technologist'],Online
MUS-B 130,TROMBONE ELECTIVE/SECONDARY,1,"Private Trombone lessons.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,TR 11:00AM–12:15PM,4,[],['Creative Technologist'],Hybrid
MUS-B 140,EUPHONIUM ELECTIVE AND SECONDARY,1,"Please visit the school or campus website for more information about this course.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Harper,MWF 2:30PM–3:45PM,2,[],['Creative Technologist'],Hybrid
MUS-B 150,TUBA ELECTIVE/SECONDARY,1,"Private Tuba lessons.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MWF 2:30PM–3:45PM,3,[],['Creative Technologist'],Hybrid
MUS-B 410,HORN UNDERGRADUATE MAJOR,1,"Applied music.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Jackson,MW 10:00AM–11:15AM,8,[],['Creative Technologist'],Hybrid
MUS-B 420,TRUMPET UNDERGRADUATE MAJOR,1,"Applied music.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Martinez,MW 10:00AM–11:15AM,6,[],['Creative Technologist'],Online
MUS-B 430,TROMBONE UNDERGRADUATE MAJOR,1,"Applied music.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Young,MW 10:00AM–11:15AM,4,[],['Creative Technologist'],Hybrid
THTR-D 108,DANCE PRACTICES I,2,"Elemental explorations of modern and contemporary dance techniques focusing on current physical training practices and foundational vocabulary of the genre. Learning theory and somatic work are also introduced.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,MWF 2:00PM–3:15PM,0,[],"['Performer', 'Choreographer']",In Person
THTR-D 109,CORE OF DANCE TECHNIQUE,3,"Introduction to concert dance techniques, as well as stretching and strengthening skills to prepare for those techniques. Practice with emphasis on dance vocabulary and theory.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,TR 9:30AM–10:45AM,5,[],"['Performer', 'Choreographer']",Online
THTR-D 112,DANCE PRACTICES II,2,"Continued introduction to concert dance techniques, as well as strengthening skills to prepare for those techniques. Practice with emphasis on dance vocabulary and theory.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MW 1:00PM–2:15PM,0,['THTR-D 108'],"['Performer', 'Choreographer']",Hybrid
THTR-D 121,IMPROVISATION FOR CONTEMPORARY DANCE I,1,"Experiences in creative movement expression through participation in structured dance activities.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,TR 9:30AM–10:45AM,1,['THTR-D 109'],"['Performer', 'Choreographer']",In Person
THTR-D 154,BEGINNING TAP DANCE,1,"An introduction to the technique and styles of tap dancing, emphasizing rhythmic accuracy and efficiency of movement. Course will include history and appreciation of tap dance.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MW 1:00PM–2:15PM,7,[],"['Performer', 'Choreographer']",Online
THTR-D 155,BEGINNING MODERN DANCE,1,"Beginning instruction in modern dance technique, stressing knowledge and application of movement principles essential to dance training.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,MWF 2:00PM–3:15PM,3,[],"['Performer', 'Choreographer']",In Person
THTR-D 156,INTRODUCTION TO JAZZ DANCE TECHNIQUE,1,"An introduction to the modern jazz style of movement as it integrates with sound biomechanical principles. Phrasing, dynamics, and other qualities will be discussed.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,TR 9:30AM–10:45AM,7,[],"['Performer', 'Choreographer']",Hybrid
THTR-D 161,IMPROVISATION FOR CONTEMPORARY DANCE II,1,"A survey of modern dance in contemporary society; theories, philosophies, trends, and schools of thought will be explored through lecture, discussion, and movement. Improvisational approaches will be emphasized.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,TR 9:30AM–10:45AM,0,['THTR-D 108'],"['Performer', 'Choreographer']",Hybrid
THTR-D 211,DANCE PRACTICES III,3,"Designed to allow the student to develop a higher level of technical proficiency, with an emphasis on the application and analysis of various movement principles as they relate to dance and performance.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MW 1:00PM–2:15PM,2,['THTR-D 108'],"['Performer', 'Choreographer']",Online
THTR-D 212,DANCE PRACTICES IV,3,"An extension of principles examined in THTR-D 211 with an emphasis on style and performance, through the use of longer and more complex movement sequences.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,TR 9:30AM–10:45AM,6,[],"['Performer', 'Choreographer']",Online
THTR-D 221,APPROACHES TO DANCE-MAKING I,2,"An introduction to the craft of choreography. Students explore basic rhythmic, spatial, and dynamic materials through group improvisation and individual studies.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MWF 2:00PM–3:15PM,4,[],"['Performer', 'Choreographer']",Hybrid
THTR-D 222,APPROACHES TO DANCE-MAKING II,2,"Elements for forming and structuring movement into complete dances.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MWF 2:00PM–3:15PM,8,['THTR-D 108'],"['Performer', 'Choreographer']",Online
THTR-D 231,INTRODUCTION TO DANCE STUDIES,3,"Introduction to Dance Studies establishes literacy in dance as an art-form. Using a global perspective, students will explore the elements of dance and how they manifest in culture from social settings to the concert stage. The roles of dancer, choreographer and spectator will be studied in multiple contexts of the discipline of theatrical, social and cultural dancing.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,MWF 2:00PM–3:15PM,5,[],"['Performer', 'Choreographer']",Online
THTR-D 254,INTERMEDIATE TAP DANCE,1,"Second-level course in the technique and styles of tap dance and the use of tap dance steps to create original choreography. Development of tap dance as a musical and visual art form.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MW 1:00PM–2:15PM,2,[],"['Performer', 'Choreographer']",Hybrid
THTR-D 255,INTERMEDIATE MODERN DANCE,1,"Intermediate modern dance technique, stressing knowledge and application of movement principles essential to dance training.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MWF 2:00PM–3:15PM,0,[],"['Performer', 'Choreographer']",Online
THTR-D 256,INTERMEDIATE JAZZ DANCE,1,"A continuation of instruction in the modern jazz style of movement. Special emphasis on movement efficiency, precision, and clarity.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,TR 9:30AM–10:45AM,4,[],"['Performer', 'Choreographer']",Hybrid
THTR-D 301,CONTEMPORARY DANCE WORKSHOP,1,"A wide variety of movement experiences in technique, movement analysis, movement correctives, and social dance forms.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MWF 2:00PM–3:15PM,10,[],"['Performer', 'Choreographer']",In Person
THTR-D 302,A SOMATIC APPROACH TO CONTEMPORARY BALLET PRACTICES,3,"Focuses on anatomically based ballet technique, with respect for individual physical differences. Emphasizes classical ballet vocabulary, along with sound alignment, deep muscular core support, and efficient movement mechanics. Explores contemporary trends in ballet performance and choreography.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MW 1:00PM–2:15PM,2,[],['Theatre Artist'],In Person
THTR-D 311,DANCE PRACTICES V,3,"Designed as an intensive immersion in both theory and practice of dance technique. Through readings, discussions, writings, and experiential learning, students gain an intimate understanding of both the artistic and physiological principles that guide performance in modern dance.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,MWF 2:00PM–3:15PM,9,[],"['Performer', 'Choreographer']",Hybrid
THTR-D 312,DANCE PRACTICES VI,3,"Continuing intensive immersion course in both the theory and practice of dance techniques. Through readings, discussion, writings, and experiential learning, students gain an intimate understanding of both the artistic and physiological principles that guide performance in modern dance.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MWF 2:00PM–3:15PM,1,[],"['Performer', 'Choreographer']",In Person
AAAD-A 249,AFRICAN AMERICAN AUTOBIOGRAPHY,3,"This course is a survey of autobiographies written by black Americans in the last two centuries. The course emphasizes how the autobiographies combine the grace of art and the power of argument to urge the creation of genuine freedom in America.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MW 1:00PM–2:15PM,0,[],['Theatre Artist'],Online
AAAD-A 250,U.S. CONTEMPORARY MINORITIES,3,"An interdisciplinary study of how members of four minority groups - Native Americans, Asian-Americans, Blacks, and Hispanics - combine their struggle for social justice with their desire to maintain their own concepts of identity.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MW 1:00PM–2:15PM,3,[],['Theatre Artist'],Hybrid
AAAD-A 251,PHOTOGRAPHY OF AND BY THE AFRICAN DIASPORA,3,"Investigates the complex relationship between photography and the African Diaspora from the invention of photography in 1839 through the present. Focuses on a range of photographic genres. Provides historical and theoretical reflections on photography of and by black people by considering the political and social climate in which these images were made, their consumption, and their place within existing histories. Emphasizes image making in the United States with occasional reference to African and European photography.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,TR 9:30AM–10:45AM,3,[],['Theatre Artist'],In Person
AAAD-A 255,THE BLACK CHURCH IN AMERICA,3,"The church's role as a Black social institution from slavery to the present, its religious attitudes as expressed in songs and sermons and its political activities as exemplified in the minister-politician.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,TR 9:30AM–10:45AM,5,[],['Theatre Artist'],In Person
AAAD-A 257,MONUMENTS AND MEMORIES: JEWISH AND BLACK EXPERIENCES,3,"Memory plays a central role in defining our communities and ourselves. Memory studies considers what we choose to remember in public memorial projects and discourses surrounding them. This course explores how public memory has shaped the experiences of Jews and Black Americans and led to relationships of solidarity between them.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MW 1:00PM–2:15PM,8,[],['Theatre Artist'],In Person
AAAD-A 263,CONTEMPORARY SOCIAL ISSUES IN THE AFRICAN AMERICAN COMMUNITY,3,"A seminar, primarily designed for sophomores and juniors, directed to critical analysis of selected topics germane to future socio-economic and political position of Afro-Americans.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MWF 2:00PM–3:15PM,6,[],['Theatre Artist'],Online
AAAD-A 264,HISTORY OF SPORT & THE AFRICAN AMERICAN EXPERIENCE,3,"Examination of the historical participation and contributions of African Americans in sport. Students study African American sports pioneers and the social conditions affecting their participation. Period studied includes pre-slavery to the civil rights era (1500s to 1960s).
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,TR 9:30AM–10:45AM,9,[],['Theatre Artist'],Hybrid
AAAD-A 265,MODERN SPORTS AND THE AFRICAN AMERICAN EXPERIENCE,3,"The impact of Afro-American sports heroes, famous teams and annual sporting events upon the shaping of Afro-American culture and the combating of American racism.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Wright,MW 1:00PM–2:15PM,9,[],['Theatre Artist'],Online
AAAD-A 275,LANGUAGE AND IDENTITY IN THE BLACK DIASPORA,3,"Examines the link between language and identity in the African Diaspora through a Pan-African and transnational perspective. Investigates the language forms and repertoires of Africans and African-descended peoples, primarily within the Black Atlantic, using a sociolinguistic framework.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MWF 2:00PM–3:15PM,0,[],['Theatre Artist'],In Person
AAAD-A 277,IMGS BLACKS FILMS: 1903-1950'S,3,"Images of Blacks in films, mainly American, from before The Birth of a Nation (1915) to the 1950's. Course will include segments as well as complete feature films (also ""Race Films"" when available), shorts, cartoons, and documentaries viewed in historical perspective.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,TR 9:30AM–10:45AM,8,[],['Theatre Artist'],Hybrid
AAAD-A 278,CONTEMPORARY BLACK FILM,3,"Problems raised by proliferation of films acted, authored, directed and/or produced by Blacks. Exploration of legitimacy of ""Black Film Aesthetic"" and its reception by various segments of the Black community.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,TR 9:30AM–10:45AM,5,[],['Theatre Artist'],Online
AAAD-A 290,SOCIOCULTURAL PERSPECTIVE OF AFRICAN AMERICAN MUSIC,3,"Survey of cultural, social, and political attitudes which influenced Blacks in the development of and participation in blues, jazz, urban Black popular music and ""classical"" music.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MWF 2:00PM–3:15PM,4,[],['Theatre Artist'],Online
AAAD-A 295,SURVEY OF HIP HOP,3,"Examines rap music and hip hop culture as artistic and socio-cultural phenomena with emphasis on historical, cultural, economic, and political contexts. Topics include the coexistence of various hip hop styles, their appropriation by the music industry, and controversies resulting from the exploitation of hip hop as a commodity for national and global consumption.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Nguyen,MWF 2:00PM–3:15PM,0,[],['Theatre Artist'],Hybrid
AAAD-A 297,POPULAR MUSIC OF BLACK AMERICA,3,"A chronological survey of Black popular music from 1945-2000; rhythm and blues, soul, funk, disco, hip hop, and their derivative forms. Emphasis placed on the context for evolution and the contributions of African Americans to the development of a multi-billion dollar music industry.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,MWF 2:00PM–3:15PM,6,[],['Theatre Artist'],Hybrid
AAAD-A 299,SPECIAL TOPICS IN ARTS AND HUMANITIES FOR AAADS,3,"Focuses on issues that have shaped the diasporic experience of blacks in the United States, the World, and continental Africa in order to provide students with broad content to improve comprehension, writing, and analytical skills in the arts and humanities.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,MWF 2:00PM–3:15PM,2,[],['Theatre Artist'],In Person
AAAD-A 304,BLACK PARIS,3,"The common and divergent experiences of African American, Afro-Caribbean, and African travelers to the ""City of Light,"" from 18th-century New Orleans Creoles to 21st-century youth of African descent, as seen through literature, performance, film, and other arts. Issues of colonization, expatriation, immigration, exile, the Harlem Renaissance and ""negritude,"" race and diaspora, transnationalism.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,TR 9:30AM–10:45AM,9,[],['Theatre Artist'],Online
AAAD-A 320,BLACK DANCE HISTORY,3,"Acquaints students with dancers and choreographers from the African American and African diaspora who choose to communicate historical, political, recreational, and social themes through the modern, jazz, ballet, tap, and traditional (African and Caribbean) forms of dance and the expressive nature of movement from the black perspective and experience.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Bennett,MW 1:00PM–2:15PM,4,[],"['Performer', 'Choreographer']",Hybrid
AAAD-A 331,VISUAL ARTS OF THE HARLEM RENAISSANCE,3,"Considers visual artistic production (painting, sculpture, photography, and film) during the Harlem or ""New Negro"" Renaissance, a period in which African American artists sought radical reconceptualizations of self and community through visual and literary expression.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,MWF 2:00PM–3:15PM,1,[],['Theatre Artist'],In Person
AAAD-A 332,ART OF THE CIVIL RIGHTS MOVEMENT,3,"Considers visual artistic production (painting, sculpture, photography, and film) during the American Civil Rights and Black Power Movements.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Rivera,TR 9:30AM–10:45AM,5,[],['Theatre Artist'],Hybrid
AAAD-A 337,SOUL REVUE: ADVANCED STUDIES AND PRACTICES,2,"Focuses on music industry concerns related to the ensemble's live presentations of Black popular music. Explores how Black popular music is manifested within the broader context of the music industry. Readings explore music industry structures and practices (copyright law, publishing, creative production, etc.) that directly impact African American artists' creative output and livelihood.
Resources
View course on iGPS
Find schedule classes for current and future semesters",Fall 2024,Prof. Taylor,TR 9:30AM–10:45AM,0,[],['Theatre Artist'],Online
